canonical_tag,synonym_count,synonyms,applied_counts,total_applied,max_applied,creation_dates,earliest_synonym,latest_synonym
css-grid,1,css-grids,7,7,7,2017-04-05,2017-04-05,2017-04-05
angular-test,1,angular-testing,7,7,7,2021-05-07,2021-05-07,2021-05-07
indexed-view,1,indexed-views,7,7,7,2018-09-20,2018-09-20,2018-09-20
script#,1,scriptsharp,7,7,7,2011-12-20,2011-12-20,2011-12-20
java-5,3,jdk1.5|java1.5|java-5.0,1|6|0,7,6,2013-07-04|2012-10-25|2010-07-16,2010-07-16,2013-07-04
jquery-validate,1,jquery-validation-plugin,7,7,7,2012-04-19,2012-04-19,2012-04-19
ultrawingrid,1,ultragrid,7,7,7,2016-08-16,2016-08-16,2016-08-16
apiary.io,1,apiary,7,7,7,2015-04-28,2015-04-28,2015-04-28
code-duplication,1,duplicate-code,7,7,7,2010-10-24,2010-10-24,2010-10-24
dynamic-linq,1,dlinq,7,7,7,2010-08-11,2010-08-11,2010-08-11
css-transitions,1,css3-transitions,7,7,7,2012-03-02,2012-03-02,2012-03-02
optionmenu,1,options-menu,7,7,7,2018-09-20,2018-09-20,2018-09-20
r-s4,1,s4,7,7,7,2023-03-31,2023-03-31,2023-03-31
windows-error-reporting,1,wer,6,6,6,2015-10-16,2015-10-16,2015-10-16
semaphore,1,semaphores,6,6,6,2010-11-30,2010-11-30,2010-11-30
wso2-enterprise-integrator,2,wso2-ei|wso2ei,1|5,6,5,2022-06-13|2022-06-13,2022-06-13,2022-06-13
associative-array,1,associative-arrays,6,6,6,2012-07-06,2012-07-06,2012-07-06
popper.js,1,popperjs,6,6,6,2020-01-24,2020-01-24,2020-01-24
symbol-table,1,symbol-tables,6,6,6,2018-09-20,2018-09-20,2018-09-20
identifier,1,identifiers,6,6,6,2012-11-19,2012-11-19,2012-11-19
static-members,1,static-member,6,6,6,2012-11-04,2012-11-04,2012-11-04
factory-bot,2,factorygirl|factory-girl,2|4,6,4,2018-05-23|2017-11-23,2017-11-23,2018-05-23
google-admin-sdk,1,admin-sdk,6,6,6,2020-08-05,2020-08-05,2020-08-05
type-conversion,2,typeconverting|data-type-conversion,2|4,6,4,2017-10-18|2017-10-13,2017-10-13,2017-10-18
binary,2,binary-system|binary-number,1|5,6,5,2015-01-01|2015-01-01,2015-01-01,2015-01-01
hp-quality-center,3,qc|testdirector|quality-center,6|0|0,6,6,2020-08-14|2020-08-14|2017-06-30,2017-06-30,2020-08-14
sse,1,xmm,6,6,6,2017-12-22,2017-12-22,2017-12-22
monte-carlo-tree-search,1,mcts,6,6,6,2019-02-09,2019-02-09,2019-02-09
data-generation,2,custom-data-generator|data-generators,0|6,6,6,2010-08-11|2010-08-11,2010-08-11,2010-08-11
tfs-power-tools,1,tfpt,6,6,6,2013-07-15,2013-07-15,2013-07-15
azure-hdinsight,1,hdinsight,6,6,6,2020-08-26,2020-08-26,2020-08-26
signals-slots,1,signal-slot,6,6,6,2014-06-20,2014-06-20,2014-06-20
linker-errors,2,link-errors|linking-errors,3|3,6,3,2017-10-17|2017-10-17,2017-10-17,2017-10-17
linux-security-module,1,lsm,6,6,6,2020-01-28,2020-01-28,2020-01-28
expressionengine,1,expression-engine,6,6,6,2010-08-17,2010-08-17,2010-08-17
sml,1,standard-ml,6,6,6,2011-03-06,2011-03-06,2011-03-06
red-lang,1,red,6,6,6,2024-09-19,2024-09-19,2024-09-19
jung,1,jung2,6,6,6,2020-10-15,2020-10-15,2020-10-15
css-float,2,css-clear|float-css,5|1,6,5,2013-02-12|2012-03-27,2012-03-27,2013-02-12
decision-tree,1,decisiontrees,6,6,6,2014-09-19,2014-09-19,2014-09-19
uisegmentedcontrol,1,uisegmentcontrol,6,6,6,2013-12-18,2013-12-18,2013-12-18
asn.1,1,asn1,6,6,6,2015-04-24,2015-04-24,2015-04-24
phone-number,1,phone-numbers,6,6,6,2010-08-15,2010-08-15,2010-08-15
linq-to-objects,1,linq-to-object,6,6,6,2010-08-11,2010-08-11,2010-08-11
multiplication,1,multiplying,6,6,6,2020-09-02,2020-09-02,2020-09-02
zeta-components,1,ezcomponents,6,6,6,2011-02-23,2011-02-23,2011-02-23
jet-ef-provider,1,access-ef-provider,6,6,6,2019-05-03,2019-05-03,2019-05-03
intel-vtune,1,vtune,6,6,6,2021-06-04,2021-06-04,2021-06-04
war,2,war-files|.war,0|6,6,6,2018-12-04|2018-12-04,2018-12-04,2018-12-04
editcontrol,1,edit-control,6,6,6,2018-09-21,2018-09-21,2018-09-21
multicore,1,multicore-programming,6,6,6,2011-01-11,2011-01-11,2011-01-11
make.com,1,integromat,6,6,6,2022-09-17,2022-09-17,2022-09-17
sequence-points,1,sequence-point,6,6,6,2010-12-06,2010-12-06,2010-12-06
profiler,1,profilers,6,6,6,2010-09-10,2010-09-10,2010-09-10
web-testing,1,website-testing,6,6,6,2010-09-14,2010-09-14,2010-09-14
query-string,2,queryparam|query-parameters,2|4,6,4,2022-12-09|2022-12-09,2022-12-09,2022-12-09
intuit-partner-platform,1,intuit,6,6,6,2023-03-21,2023-03-21,2023-03-21
profiling,1,profiling-tools,5,5,5,2011-07-07,2011-07-07,2011-07-07
flickr,1,flickr-api,5,5,5,2013-03-21,2013-03-21,2013-03-21
slate.js,2,slate|slatejs,4|1,5,4,2024-05-09|2024-05-08,2024-05-08,2024-05-09
no-op,2,nop|noop,3|2,5,3,2022-08-12|2022-08-12,2022-08-12,2022-08-12
code-kata,1,kata,5,5,5,2010-10-07,2010-10-07,2010-10-07
n-tier-architecture,1,n-tier,5,5,5,2012-09-27,2012-09-27,2012-09-27
enumerator,1,enumerators,5,5,5,2018-09-19,2018-09-19,2018-09-19
documentation-generation,1,documentation-generator,5,5,5,2010-09-10,2010-09-10,2010-09-10
azure-cognitive-services,2,microsoft-cognitive|project-oxford,0|5,5,5,2017-09-24|2016-04-07,2016-04-07,2017-09-24
windows-10-mobile,1,windows-phone-10,5,5,5,2016-06-10,2016-06-10,2016-06-10
sku,1,skus,5,5,5,2016-11-23,2016-11-23,2016-11-23
update-attributes,1,update-attribute,5,5,5,2018-09-20,2018-09-20,2018-09-20
iife,1,self-executing-function,5,5,5,2015-03-09,2015-03-09,2015-03-09
caliburn.micro,1,caliburn,5,5,5,2013-08-16,2013-08-16,2013-08-16
amazon-kinesis-firehose,1,firehose,5,5,5,2023-02-15,2023-02-15,2023-02-15
dotnetnuke-7,1,dnn7,5,5,5,2014-09-16,2014-09-16,2014-09-16
.nettiers,1,nettiers,5,5,5,2013-01-23,2013-01-23,2013-01-23
amazon-fire-tv,2,firestick|fire-tv,2|3,5,3,2023-02-21|2014-10-07,2014-10-07,2023-02-21
gnucobol,2,gnu-cobol|opencobol,0|5,5,5,2018-03-29|2018-03-29,2018-03-29,2018-03-29
docker-for-windows,2,docker-on-windows|docker-windows,1|4,5,4,2019-08-08|2019-08-08,2019-08-08,2019-08-08
system-administration,1,sysadmin,5,5,5,2023-08-13,2023-08-13,2023-08-13
boxplot,1,whisker,5,5,5,2019-05-08,2019-05-08,2019-05-08
reference-type,1,reference-types,5,5,5,2011-07-05,2011-07-05,2011-07-05
techniques,1,technique,5,5,5,2010-09-02,2010-09-02,2010-09-02
django-widget,1,django-widgets,5,5,5,2012-02-29,2012-02-29,2012-02-29
fault,1,faults,5,5,5,2018-09-05,2018-09-05,2018-09-05
valueinjecter,1,valueinjector,5,5,5,2012-05-11,2012-05-11,2012-05-11
sqlparameter,1,sqlparameters,5,5,5,2019-08-21,2019-08-21,2019-08-21
jquery-ui-spinner,1,jquery-spinner,5,5,5,2016-07-02,2016-07-02,2016-07-02
sap-fiori,1,sap-fiori-elements,5,5,5,2020-12-02,2020-12-02,2020-12-02
divide-by-zero,1,division-by-zero,5,5,5,2013-12-19,2013-12-19,2013-12-19
abstract-class,1,abstract-classes,5,5,5,2012-03-26,2012-03-26,2012-03-26
ab-testing,1,split-testing,5,5,5,2010-09-27,2010-09-27,2010-09-27
bootloader,1,bootsector,5,5,5,2019-05-02,2019-05-02,2019-05-02
android-layout,1,android-layout-xml,5,5,5,2017-09-29,2017-09-29,2017-09-29
alphablending,1,alphablend,5,5,5,2015-02-06,2015-02-06,2015-02-06
penetration-testing,1,pen-testing,5,5,5,2012-05-08,2012-05-08,2012-05-08
single-instance,1,singleinstance,5,5,5,2018-09-21,2018-09-21,2018-09-21
google-account,1,google-accounts,5,5,5,2011-12-28,2011-12-28,2011-12-28
typescript,2,vanilla-typescript|atscript,5|0,5,5,2021-08-15|2016-03-08,2016-03-08,2021-08-15
vb6,1,vb-classic,5,5,5,2010-08-20,2010-08-20,2010-08-20
browser-cache,1,browser-caching,5,5,5,2013-02-15,2013-02-15,2013-02-15
airplane-mode,1,airplane,5,5,5,2022-04-20,2022-04-20,2022-04-20
flv,1,.flv,5,5,5,2010-10-01,2010-10-01,2010-10-01
reentrancy,1,reentrant,5,5,5,2019-01-05,2019-01-05,2019-01-05
static-functions,1,static-function,5,5,5,2017-08-16,2017-08-16,2017-08-16
yahoo-boss,1,boss,5,5,5,2013-11-13,2013-11-13,2013-11-13
aws-php-sdk,1,aws-sdk-php,5,5,5,2019-05-10,2019-05-10,2019-05-10
sliding-tile-puzzle,4,16-puzzle|15-puzzle|9-puzzle|8-puzzle,0|1|0|4,5,4,2020-03-25|2020-03-25|2020-03-25|2020-03-25,2020-03-25,2020-03-25
lookupfield,1,lookup-field,5,5,5,2018-09-21,2018-09-21,2018-09-21
leaflet.draw,1,leaflet-draw,5,5,5,2020-10-27,2020-10-27,2020-10-27
setjmp,1,longjmp,5,5,5,2020-12-16,2020-12-16,2020-12-16
microsoft-edge,1,edge-browser,5,5,5,2015-08-07,2015-08-07,2015-08-07
.net-5,1,.net-core-5,4,4,4,2021-01-29,2021-01-29,2021-01-29
back-button,1,browser-back-button,4,4,4,2010-08-28,2010-08-28,2010-08-28
css-variables,1,css-custom-properties,4,4,4,2017-10-02,2017-10-02,2017-10-02
wxpython,1,wxpython-phoenix,4,4,4,2020-08-07,2020-08-07,2020-08-07
postback,1,postbacks,4,4,4,2012-03-12,2012-03-12,2012-03-12
coldfusion-6,1,coldfusion-mx,4,4,4,2010-09-05,2010-09-05,2010-09-05
bitset,1,bitsets,4,4,4,2018-09-06,2018-09-06,2018-09-06
pointcut,1,pointcuts,4,4,4,2018-09-20,2018-09-20,2018-09-20
fine-tuning,1,fine-tune,4,4,4,2023-12-06,2023-12-06,2023-12-06
self-hosting,1,self-host,4,4,4,2019-05-01,2019-05-01,2019-05-01
servicepacks,1,service-pack,4,4,4,2018-09-20,2018-09-20,2018-09-20
application-pool,1,app-pool,4,4,4,2011-12-23,2011-12-23,2011-12-23
aggregator,1,aggregators,4,4,4,2018-09-20,2018-09-20,2018-09-20
customtool,1,custom-tools,4,4,4,2018-09-20,2018-09-20,2018-09-20
half-precision-float,1,fp16,4,4,4,2019-04-17,2019-04-17,2019-04-17
wikidata-query-service,1,wdqs,4,4,4,2022-03-06,2022-03-06,2022-03-06
base-class-library,1,bcl,4,4,4,2019-05-25,2019-05-25,2019-05-25
demo,1,demos,4,4,4,2018-09-06,2018-09-06,2018-09-06
hellosign-api,1,hellosign,4,4,4,2020-08-31,2020-08-31,2020-08-31
facade,1,facade-pattern,4,4,4,2015-02-06,2015-02-06,2015-02-06
syndication-feed,1,syndicationfeed,4,4,4,2018-09-21,2018-09-21,2018-09-21
mysqli,2,mysqli-fetch-array|php-mysqli,1|3,4,3,2019-06-20|2019-05-07,2019-05-07,2019-06-20
geojson,1,geojason,4,4,4,2016-12-30,2016-12-30,2016-12-30
cypress,1,cypressio,4,4,4,2020-12-07,2020-12-07,2020-12-07
azure-ad-graph-api,1,azure-graph-api,4,4,4,2017-07-29,2017-07-29,2017-07-29
berkeley-db-je,1,bdbje,4,4,4,2010-07-16,2010-07-16,2010-07-16
sharepoint,1,moss,4,4,4,2016-02-22,2016-02-22,2016-02-22
asp.net-membership,1,membership-provider,4,4,4,2010-11-16,2010-11-16,2010-11-16
windows-mobile-5.0,1,wm5,4,4,4,2010-09-06,2010-09-06,2010-09-06
data-cleaning,1,data-cleansing,4,4,4,2019-08-08,2019-08-08,2019-08-08
marionette,2,marionettejs|backbone.marionette,0|4,4,4,2012-12-10|2014-02-02,2012-12-10,2014-02-02
keyboard-shortcuts,1,shortcut-key,4,4,4,2019-05-25,2019-05-25,2019-05-25
basic-authentication,1,http-basic-authentication,4,4,4,2019-05-25,2019-05-25,2019-05-25
vapor,2,vapor2|vapor3,0|4,4,4,2019-02-25|2019-02-25,2019-02-25,2019-02-25
taskbar,1,windows-taskbar,4,4,4,2019-02-22,2019-02-22,2019-02-22
ergonomics,2,ergonomy|ergonomic,1|3,4,3,2011-10-29|2011-10-29,2011-10-29,2011-10-29
template-argument-deduction,3,class-template-argument-deduction|argument-deduction|template-deduction,3|0|1,4,3,2019-12-10|2018-06-26|2019-12-10,2018-06-26,2019-12-10
language-construct,1,language-constructs,4,4,4,2010-10-01,2010-10-01,2010-10-01
dom-manipulation,1,html-manipulation,4,4,4,2016-06-08,2016-06-08,2016-06-08
b-tree,1,b+-tree,4,4,4,2012-08-20,2012-08-20,2012-08-20
strongly-typed-dataset,1,strongly-typed-datasets,4,4,4,2010-08-11,2010-08-11,2010-08-11
nlp-question-answering,1,question-answering,4,4,4,2022-08-02,2022-08-02,2022-08-02
aurelia,11,aurelia-form|aurelia-ux|aurelia-testing|aurelia-bundling|aurelia-templating-router|aurelia-event-aggregator|aurelia-validation|aurelia-router|aurelia-navigation|aurelia-binding|aurelia-framework,0|1|2|0|0|0|0|0|0|1|0,4,2,2019-12-11|2019-12-11|2019-12-11|2019-12-11|2015-08-11|2015-08-11|2015-08-11|2015-08-11|2015-08-11|2015-08-11|2019-02-27,2015-08-11,2019-12-11
nszombie,1,nszombies,4,4,4,2018-09-13,2018-09-13,2018-09-13
quiltdata,2,data-packages|quilt-data,4|0,4,4,2022-09-21|2022-09-21,2022-09-21,2022-09-21
workflowservice,1,workflow-services,4,4,4,2018-09-20,2018-09-20,2018-09-20
google-hangouts,3,hangouts-chat|hangout|hangouts-api,1|1|2,4,2,2023-02-24|2023-02-24|2023-02-22,2023-02-22,2023-02-24
catch2,1,catch-unit-test,4,4,4,2023-05-05,2023-05-05,2023-05-05
numpad,1,numberpad,4,4,4,2019-03-30,2019-03-30,2019-03-30
lodash,1,lodash-es,4,4,4,2019-03-29,2019-03-29,2019-03-29
aws-sam-cli,1,aws-sam-local,4,4,4,2019-03-29,2019-03-29,2019-03-29
kismet-udk,1,kismet,4,4,4,2019-03-10,2019-03-10,2019-03-10
routed-commands,1,routedcommand,4,4,4,2018-09-19,2018-09-19,2018-09-19
non-deterministic,1,non-determinism,4,4,4,2010-08-31,2010-08-31,2010-08-31
dagger,2,dagger.android|dagger-android,0|4,4,4,2019-05-20|2019-05-20,2019-05-20,2019-05-20
helpfile,1,help-files,4,4,4,2018-09-20,2018-09-20,2018-09-20
functional-testing,1,functional-tests,4,4,4,2010-09-14,2010-09-14,2010-09-14
condition-variable,1,condition-variables,4,4,4,2010-09-10,2010-09-10,2010-09-10
circular-reference,1,circular-references,4,4,4,2010-09-10,2010-09-10,2010-09-10
bootstrap-vue,1,vue-bootstrap,4,4,4,2020-11-21,2020-11-21,2020-11-21
windows-8,1,windows-8-preview,4,4,4,2011-10-04,2011-10-04,2011-10-04
cloud-document-ai,1,documentai,4,4,4,2022-08-11,2022-08-11,2022-08-11
rdbms,1,rdms,4,4,4,2021-10-12,2021-10-12,2021-10-12
quartus,1,quartus-ii,4,4,4,2015-05-13,2015-05-13,2015-05-13
selenium4,1,selenium-webdriver4,4,4,4,2022-02-11,2022-02-11,2022-02-11
propertyeditor,1,property-editor,4,4,4,2018-09-21,2018-09-21,2018-09-21
nsfetchedresultscontroller,1,nsfetchedresultcontroller,4,4,4,2012-08-19,2012-08-19,2012-08-19
outlook,2,outlook-express|microsoft-office-outlook,0|4,4,4,2014-10-20|2010-07-23,2010-07-23,2014-10-20
rocq-prover,1,coq,4,4,4,2025-04-24,2025-04-24,2025-04-24
disk-access,1,diskusage,4,4,4,2020-07-02,2020-07-02,2020-07-02
com,1,component-object-model,4,4,4,2011-07-09,2011-07-09,2011-07-09
class-method,1,class-methods,3,3,3,2014-03-21,2014-03-21,2014-03-21
getter-setter,2,magical-getters-setters|getters-setters,0|3,3,3,2011-09-19|2011-09-19,2011-09-19,2011-09-19
bing-maps,1,bing-maps-api,3,3,3,2014-09-22,2014-09-22,2014-09-22
yarnpkg-v2,1,yarn-v2,3,3,3,2024-11-20,2024-11-20,2024-11-20
spelling,1,misspelling,3,3,3,2025-07-07,2025-07-07,2025-07-07
object-initializers,1,object-initializer,3,3,3,2018-09-20,2018-09-20,2018-09-20
asm.js,1,asmjs,3,3,3,2013-07-14,2013-07-14,2013-07-14
code-reuse,1,reusable-code,3,3,3,2012-12-04,2012-12-04,2012-12-04
writer,1,writers,3,3,3,2018-09-20,2018-09-20,2018-09-20
android-vectordrawable,1,vectordrawable,3,3,3,2017-01-26,2017-01-26,2017-01-26
css-hack,1,css-hacks,3,3,3,2011-05-20,2011-05-20,2011-05-20
adobe-cirrus,1,cirrus,3,3,3,2019-05-12,2019-05-12,2019-05-12
gulp-watch,1,gulp.watch,3,3,3,2016-04-30,2016-04-30,2016-04-30
mobile-robot-toolkit,1,mrpt,3,3,3,2021-05-13,2021-05-13,2021-05-13
automatic-semicolon-insertion,1,asi,3,3,3,2019-03-24,2019-03-24,2019-03-24
asp.net-core-signalr,1,signalr-core,3,3,3,2018-04-17,2018-04-17,2018-04-17
html-entities,2,character-reference|html-entity,0|3,3,3,2012-12-30|2012-08-01,2012-08-01,2012-12-30
immutable.js,1,immutablejs,3,3,3,2019-02-09,2019-02-09,2019-02-09
breeze-sharp,1,breeze#,3,3,3,2014-06-09,2014-06-09,2014-06-09
modern-ui,1,nsis-mui,3,3,3,2020-09-05,2020-09-05,2020-09-05
wpf-grid,1,wpfgrid,3,3,3,2019-09-22,2019-09-22,2019-09-22
apache-stringutils,1,string-utils,3,3,3,2014-04-06,2014-04-06,2014-04-06
progress-db,1,progress-database,3,3,3,2014-07-07,2014-07-07,2014-07-07
transpiler,1,source-to-source,3,3,3,2016-04-02,2016-04-02,2016-04-02
nameof,1,c#-nameof,3,3,3,2016-03-11,2016-03-11,2016-03-11
rxjs,1,reactive-extensions-js,3,3,3,2015-01-06,2015-01-06,2015-01-06
string-comparison,1,string-compare,3,3,3,2013-07-29,2013-07-29,2013-07-29
ctypes,1,python-ctypes,3,3,3,2014-01-13,2014-01-13,2014-01-13
kql,1,kusto-query-language,3,3,3,2021-01-15,2021-01-15,2021-01-15
jscript,1,ms-jscript,3,3,3,2011-11-22,2011-11-22,2011-11-22
navigation-drawer,1,android-navigation-drawer,3,3,3,2019-07-13,2019-07-13,2019-07-13
android-architecture-lifecycle,1,android-arch-lifecycle,3,3,3,2017-10-18,2017-10-18,2017-10-18
tracelistener,1,trace-listener,3,3,3,2018-09-21,2018-09-21,2018-09-21
.net-fiddle,1,dotnetfiddle,3,3,3,2021-11-18,2021-11-18,2021-11-18
amazon-quicksight,1,aws-quicksight,3,3,3,2021-11-04,2021-11-04,2021-11-04
xcode,1,xcode-ide,3,3,3,2011-10-20,2011-10-20,2011-10-20
google-chrome-app,1,chrome-packaged-app,3,3,3,2014-05-31,2014-05-31,2014-05-31
pos-tagger,1,pos-tagging,3,3,3,2019-05-07,2019-05-07,2019-05-07
react-360,1,react-vr,3,3,3,2019-03-08,2019-03-08,2019-03-08
azure-form-recognizer,2,azure-ai-document-intelligence|form-recognizer,2|1,3,2,2023-08-18|2022-07-27,2022-07-27,2023-08-18
non-greedy,1,ungreedy,3,3,3,2010-08-01,2010-08-01,2010-08-01
clock,1,clocks,3,3,3,2018-08-15,2018-08-15,2018-08-15
plunker,1,plunkr,3,3,3,2015-07-13,2015-07-13,2015-07-13
r.net,1,rdotnet,3,3,3,2019-04-01,2019-04-01,2019-04-01
sql-server-ce-4,1,sql-ce-4,3,3,3,2011-07-05,2011-07-05,2011-07-05
facebook-javascript-sdk,1,facebook-jssdk,3,3,3,2012-07-29,2012-07-29,2012-07-29
wso2-asgardeo,1,asgardeo,3,3,3,2022-09-14,2022-09-14,2022-09-14
asmx,1,asp.net-webmethod,3,3,3,2011-01-06,2011-01-06,2011-01-06
uikit-dynamics,1,uidynamics,3,3,3,2015-05-05,2015-05-05,2015-05-05
shortcut-file,1,desktop-shortcut,3,3,3,2022-04-06,2022-04-06,2022-04-06
advertisement-server,1,adserver,3,3,3,2019-07-13,2019-07-13,2019-07-13
microsoft-sync-framework,1,syncframework,3,3,3,2013-11-01,2013-11-01,2013-11-01
polkit,1,policykit,3,3,3,2022-03-25,2022-03-25,2022-03-25
typed-arrays,1,typedarray,3,3,3,2016-06-18,2016-06-18,2016-06-18
sieve-algorithm,1,sieve,3,3,3,2024-05-31,2024-05-31,2024-05-31
guice,1,google-guice,3,3,3,2010-10-26,2010-10-26,2010-10-26
uipickerview,1,uipicker,3,3,3,2015-02-12,2015-02-12,2015-02-12
mathprog,2,gnu-mathprog|gmpl,0|3,3,3,2019-05-04|2019-05-04,2019-05-04,2019-05-04
machine-code,1,machine-language,3,3,3,2020-08-19,2020-08-19,2020-08-19
google-cloud-datastore,2,google-datastore|gae-datastore,3|0,3,3,2015-01-09|2015-01-09,2015-01-09,2015-01-09
threadstatic,1,thread-static,3,3,3,2018-09-21,2018-09-21,2018-09-21
stateserver,1,state-server,3,3,3,2018-09-21,2018-09-21,2018-09-21
rollover,1,rollovers,3,3,3,2018-09-02,2018-09-02,2018-09-02
laravel-cashier,1,laravel-stripe,3,3,3,2020-05-16,2020-05-16,2020-05-16
datacontract,1,datacontracts,3,3,3,2018-08-30,2018-08-30,2018-08-30
non-member-functions,1,free-function,3,3,3,2019-05-03,2019-05-03,2019-05-03
vscode-extensions,1,visual-studio-code-extension,3,3,3,2020-12-14,2020-12-14,2020-12-14
xcode6,2,xcode6-beta4|xcode6-beta3,0|3,3,3,2014-07-24|2014-07-21,2014-07-21,2014-07-24
phpseclib,1,phpseclib3,3,3,3,2022-04-04,2022-04-04,2022-04-04
zeek,1,bro,3,3,3,2020-04-01,2020-04-01,2020-04-01
android-image,1,android-images,3,3,3,2013-09-01,2013-09-01,2013-09-01
scripting-language,1,scripting-languages,3,3,3,2018-09-12,2018-09-12,2018-09-12
openoffice.org,1,open-office,3,3,3,2011-01-09,2011-01-09,2011-01-09
dexie,1,dexiejs,3,3,3,2022-03-01,2022-03-01,2022-03-01
smartfoxserver,1,smartfox,3,3,3,2019-06-08,2019-06-08,2019-06-08
powerpacks,1,powerpack,3,3,3,2010-10-01,2010-10-01,2010-10-01
azure-ad-b2c,3,aad-b2c|azure-b2c|azure-directory-b2c,0|1|1,2,1,2024-07-08|2023-10-12|2017-08-01,2017-08-01,2024-07-08
postfix-notation,1,reverse-polish-notation,2,2,2,2015-01-26,2015-01-26,2015-01-26
loadrunner,1,hp-loadrunner,2,2,2,2018-12-03,2018-12-03,2018-12-03
elixir,2,elixir-framework|elixir-lang,0|2,2,2,2020-10-21|2015-03-17,2015-03-17,2020-10-21
git,1,git-commands,2,2,2,2020-10-24,2020-10-24,2020-10-24
macos-mojave,1,macosmojave,2,2,2,2018-06-06,2018-06-06,2018-06-06
android-4.0-ice-cream-sandwich,2,android-ics|ice-cream-sandwich,0|2,2,2,2013-07-11|2013-07-11,2013-07-11,2013-07-11
automatic-properties,1,auto-properties,2,2,2,2013-04-29,2013-04-29,2013-04-29
r-leaflet,1,leaflet-r,2,2,2,2018-01-23,2018-01-23,2018-01-23
wso2-micro-integrator,2,wso2-mi|wso2mi,0|2,2,2,2022-06-13|2022-06-13,2022-06-13,2022-06-13
wso2-esb,1,wso2esb,2,2,2,2022-06-13,2022-06-13,2022-06-13
anchor,1,anchor-tag,2,2,2,2012-06-19,2012-06-19,2012-06-19
nsdatecomponents,1,nsdatecomponent,2,2,2,2018-09-17,2018-09-17,2018-09-17
typo3-flow,1,flow3,2,2,2,2012-12-06,2012-12-06,2012-12-06
vaticle-typedb,2,typedb|grakn,1|1,2,1,2021-05-10|2021-05-10,2021-05-10,2021-05-10
medium.com-publishing-api,1,medium.com,2,2,2,2022-11-28,2022-11-28,2022-11-28
code-first,1,code-only,2,2,2,2010-11-23,2010-11-23,2010-11-23
access-denied,1,access-is-denied,2,2,2,2011-01-17,2011-01-17,2011-01-17
hittest,2,hit-testing|hit-test,0|2,2,2,2019-12-10|2019-12-10,2019-12-10,2019-12-10
7-bit,1,7bit,2,2,2,2019-05-24,2019-05-24,2019-05-24
azure-devops-rest-api,2,vsts-api|vsts-restapi,1|1,2,1,2018-09-11|2018-09-11,2018-09-11,2018-09-11
marko,1,markojs,2,2,2,2019-03-25,2019-03-25,2019-03-25
angularjs-ng-include,1,ng-include,2,2,2,2019-03-11,2019-03-11,2019-03-11
azure-rm-template,2,azure-template|arm-template,0|2,2,2,2018-11-12|2023-04-10,2018-11-12,2023-04-10
azure-blob-storage,2,azure-storage-blobs|windows-azure-blob,1|1,2,1,2018-08-11|2015-01-13,2015-01-13,2018-08-11
google-scholar,1,scholar,2,2,2,2023-02-02,2023-02-02,2023-02-02
hardware,1,hardware-programming,2,2,2,2023-01-14,2023-01-14,2023-01-14
sbt,1,simple-build-tool,2,2,2,2011-09-20,2011-09-20,2011-09-20
out-parameters,1,out-parameter,2,2,2,2010-11-10,2010-11-10,2010-11-10
eclipse-3.4,1,eclipse-ganymede,2,2,2,2010-07-16,2010-07-16,2010-07-16
bug-reporting,1,bug-reports,2,2,2,2010-08-28,2010-08-28,2010-08-28
error-code,1,error-codes,2,2,2,2010-10-01,2010-10-01,2010-10-01
dsl,1,domain-specific-languages,2,2,2,2011-03-22,2011-03-22,2011-03-22
coinpayments-api,1,coinpayments.net,2,2,2,2020-08-19,2020-08-19,2020-08-19
forward-declaration,1,forward-declarations,2,2,2,2012-02-05,2012-02-05,2012-02-05
hexagonal-tiles,1,hextiles,2,2,2,2019-04-27,2019-04-27,2019-04-27
ida,1,ida-pro,2,2,2,2016-06-22,2016-06-22,2016-06-22
next-auth,1,nextauth.js,2,2,2,2023-12-27,2023-12-27,2023-12-27
date-arithmetic,1,date-calculation,2,2,2,2015-08-26,2015-08-26,2015-08-26
command-line-arguments,2,command-line-parsing|command-line-args,2|0,2,2,2021-02-10|2021-02-10,2021-02-10,2021-02-10
zooming,2,page-zoom|image-zoom,0|2,2,2,2021-02-07|2021-02-07,2021-02-07,2021-02-07
laravel-4,1,laravel-4.1,2,2,2,2013-12-14,2013-12-14,2013-12-14
async.js,1,node-async,2,2,2,2015-03-11,2015-03-11,2015-03-11
bezier,1,bezier-curve,2,2,2,2015-11-01,2015-11-01,2015-11-01
mercurial-convert,1,hg-convert,2,2,2,2019-08-14,2019-08-14,2019-08-14
game-boy-advance,1,gba,2,2,2,2021-11-03,2021-11-03,2021-11-03
null-object-pattern,1,null-object,2,2,2,2010-10-17,2010-10-17,2010-10-17
magic-methods,1,special-methods,2,2,2,2019-02-22,2019-02-22,2019-02-22
session-management,1,session-handling,2,2,2,2010-10-01,2010-10-01,2010-10-01
riot.js,1,riotjs,2,2,2,2019-09-04,2019-09-04,2019-09-04
modalviewcontroller,1,modal-view-controller,2,2,2,2012-03-17,2012-03-17,2012-03-17
order-of-execution,1,execution-order,2,2,2,2019-04-07,2019-04-07,2019-04-07
google-custom-search,1,google-cse,2,2,2,2019-04-07,2019-04-07,2019-04-07
mean.io,1,meanio,2,2,2,2015-08-25,2015-08-25,2015-08-25
asp.net-identity,1,aspnet-identity,2,2,2,2015-08-23,2015-08-23,2015-08-23
dreamweaver,1,adobe-dreamweaver,2,2,2,2013-06-18,2013-06-18,2013-06-18
